word,pos,meaningZh,exampleEn,exampleZh,level,topicTag
"roll","v.","捲;滾","","","7000","7000-words"
"roof","v.","給...蓋屋頂,覆蓋","","","7000","7000-words"
"room","v.","居住; 為...提供住處","","","7000","7000-words"
"root","v.","使生根;使紮根","","","7000","7000-words"
"rope","v.","捆,紮,縛,綁","","","7000","7000-words"
"round","v.","變圓;發胖;兜圈子,環行","","","7000","7000-words"
"row","v.","划船","","","7000","7000-words"
"rub","v.","磨擦","","","7000","7000-words"
"rule","v.","統治;裁決","","","7000","7000-words"
"run","v.","跑","","","7000","7000-words"
"sail","v.","航行","","","7000","7000-words"
"salt","v.","給...加鹽;用鹽醃","","","7000","7000-words"
"sand","v.","磨光;以沙堵塞","","","7000","7000-words"
"save","v.","救;省;存錢","","","7000","7000-words"
"saw","v.","鋸;鋸開","","","7000","7000-words"
"say","v.","說","","","7000","7000-words"
"scare","v.","驚嚇,使恐懼","","","7000","7000-words"
"school","v.","教育,訓練","","","7000","7000-words"
"seat","v.","使就座","","","7000","7000-words"
"see","v.","看見","","","7000","7000-words"
"seed","v.","(植物)結實,結子;播種","","","7000","7000-words"
"seem","v.","似乎是","","","7000","7000-words"
"seesaw","v.","玩蹺蹺板;上下(來回)搖動","","","7000","7000-words"
"sell","v.","賣","","","7000","7000-words"
"send","v.","寄發;送","","","7000","7000-words"
"sense","v.","意識到;了解,領會","","","7000","7000-words"
"sentence","v.","宣判;判決","","","7000","7000-words"
"serve","v.","服務","","","7000","7000-words"
"service","v.","維修,保養","","","7000","7000-words"
"set","v.","安放;沒入","","","7000","7000-words"
"shake","v.","搖動;握(手)","","","7000","7000-words"
"shape","v.","使成形;塑造,製作","","","7000","7000-words"
"shine","v.","照耀","","","7000","7000-words"
"ship","v.","用船運;郵寄;解雇;上船,乘船","","","7000","7000-words"
"shop","v.","購物","","","7000","7000-words"
"shoulder","v.","肩起,挑起;擔負,承擔","","","7000","7000-words"
"shout","v.","呼叫","","","7000","7000-words"
"show","v.","表演;顯示","","","7000","7000-words"
"shut","v.","關閉","","","7000","7000-words"
"sight","v.","看見,發現;瞄準;察看","","","7000","7000-words"
"sing","v.","唱歌","","","7000","7000-words"
"sit","v.","坐","","","7000","7000-words"
"size","v.","按一定尺寸製作;估算","","","7000","7000-words"
"skin","v.","植皮;癒合;脫皮","","","7000","7000-words"
"sleep","v.","睡覺","","","7000","7000-words"
"slow","v.","使慢,放慢","","","7000","7000-words"
"smell","v.","聞","","","7000","7000-words"
"smile","v.","微笑","","","7000","7000-words"
"smoke","v.","抽煙;冒煙","","","7000","7000-words"
"snake","v.","蛇行","","","7000","7000-words"
"snow","v.","下雪","","","7000","7000-words"
"soap","v.","用肥皂擦洗;向...灌迷魂湯","","","7000","7000-words"
"soil","v.","弄髒","","","7000","7000-words"
"sound","v.","聽起來","","","7000","7000-words"
"sour","v.","使變酸;厭煩;變壞","","","7000","7000-words"
"space","v.","隔開","","","7000","7000-words"
"speak","v.","說;講","","","7000","7000-words"
"spell","v.","拼字","","","7000","7000-words"
"spend","v.","花費(錢或時間)","","","7000","7000-words"
"spoon","v.","用匙舀;舀取","","","7000","7000-words"
"sport","v.","炫耀;誇示;遊戲,;開玩笑,嘲弄;突變","","","7000","7000-words"
"stand","v.","站住; 堅持; 面對; 承擔...任務","","","7000","7000-words"
"star","v.","主演;表現出色","","","7000","7000-words"
"start","v.","開始","","","7000","7000-words"
"state","v.","陳述","","","7000","7000-words"
"station","v.","駐紮,部署,配置","","","7000","7000-words"
"stay","v.","停留","","","7000","7000-words"
"step","v.","跨(步);踏(腳)","","","7000","7000-words"
"stone","v.","用石頭鋪;用磨刀石磨","","","7000","7000-words"
"stop","v.","停止","","","7000","7000-words"
"store","v.","貯存;收存;供應;蓄有","","","7000","7000-words"
"study","v.","學習;讀書","","","7000","7000-words"
"sugar","v.","加糖於;粉飾","","","7000","7000-words"
"sun","v.","曬,曝; 曬太陽","","","7000","7000-words"
"surprise","v.","使驚奇","","","7000","7000-words"
"swim","v.","游泳","","","7000","7000-words"
"tail","v.","尾隨;盯梢;變少,縮小","","","7000","7000-words"
"take","v.","拿;帶;採用","","","7000","7000-words"
"talk","v.","講話","","","7000","7000-words"
"taste","v.","嘗","","","7000","7000-words"
"teach","v.","教","","","7000","7000-words"
"tell","v.","告訴","","","7000","7000-words"
"thank","v.","感謝","","","7000","7000-words"
"think","v.","想","","","7000","7000-words"
"throw","v.","投;拋","","","7000","7000-words"
"ticket","v.","加標籤於;開違規罰單","","","7000","7000-words"
"tie","v.","綁;繫","","","7000","7000-words"
"time","v.","記錄...的時間;使合拍子","","","7000","7000-words"
"tire","v.","疲勞","","","7000","7000-words"
"tool","v.","使用工具","","","7000","7000-words"
"top","v.","向高處升;達到頂點;高出;超越","","","7000","7000-words"
"total","v.","總計,合計","","","7000","7000-words"
"touch","v.","觸摸","","","7000","7000-words"
"toy","v.","玩弄,戲耍;調情,調戲","","","7000","7000-words"
"train","v.","訓練,培養;瞄準; 接受訓練,鍛鍊","","","7000","7000-words"
"trip","v.","絆,絆倒;失足,犯錯誤;旅行","","","7000","7000-words"
"trouble","v.","麻煩;煩惱;費心","","","7000","7000-words"
"true","v.","配準,擺正","","","7000","7000-words"
"try","v.","試做","","","7000","7000-words"
"turn","v.","轉","","","7000","7000-words"
"understand","v.","了解","","","7000","7000-words"
"up","v.","提高;增加;舉起;突然站起","","","7000","7000-words"
"use","v.","利用","","","7000","7000-words"
"view","v.","察看;將...看成是","","","7000","7000-words"
"visit","v.","訪問","","","7000","7000-words"
"voice","v.","(用言語)表達,說出","","","7000","7000-words"
"wait","v.","等候","","","7000","7000-words"
"walk","v.","走路","","","7000","7000-words"
"wall","v.","用牆圍住","","","7000","7000-words"
"want","v.","想要","","","7000","7000-words"
"war","v.","戰爭,打仗;鬥爭;對抗","","","7000","7000-words"
"warm","v.","使暖和","","","7000","7000-words"
"wash","v.","洗","","","7000","7000-words"
"waste","v.","浪費","","","7000","7000-words"
"watch","v.","注意看","","","7000","7000-words"
"water","v.","給...澆水;加水稀釋;流口水","","","7000","7000-words"
"wear","v.","穿著, 磨損, 使力竭","","","7000","7000-words"
"weather","v.","經受到;使風化;褪色;損壞","","","7000","7000-words"
"weekend","v.","度週末","","","7000","7000-words"
"weigh","v.","稱...的重量","","","7000","7000-words"
"welcome","v.","歡迎","","","7000","7000-words"
"while","v.","消磨(時光),輕鬆地度過","","","7000","7000-words"
"will","v.","將;願,要;能;願意","","","7000","7000-words"
"win","v.","贏得","","","7000","7000-words"
"wind","v.","纏繞;包,裹;蜿蜒;迂迴","","","7000","7000-words"
"wine","v.","喝酒","","","7000","7000-words"
"wish","v.","祝福","","","7000","7000-words"
"word","v.","用言詞表達","","","7000","7000-words"
"work","v.","工作; 運轉","","","7000","7000-words"
"worm","v.","蠕動;潛行;鑽入","","","7000","7000-words"
"worry","v.","擔心","","","7000","7000-words"
"worst","v.","最壞地,最惡劣地;最不利地","","","7000","7000-words"
"write","v.","寫","","","7000","7000-words"
"wrong","v.","冤枉,委屈;無禮地對待","","","7000","7000-words"
"yellow","v.","使變黃,使發黃","","","7000","7000-words"
"zero","v.","把...調整歸零","","","7000","7000-words"
"can","v.","能","","","7000","7000-words"
"cannot","v.","不能","","","7000","7000-words"
"do","v.","構成否定句,疑問句,或強調句","","","7000","7000-words"
"have","v.","已經","","","7000","7000-words"
"may","v.","可能","","","7000","7000-words"
"must","v.","必須","","","7000","7000-words"
"need","v.","(用於疑問句和否定句)需要,必須","","","7000","7000-words"
"shall","v.","將;應該","","","7000","7000-words"
"will","v.","將","","","7000","7000-words"
"about","adv.","在四周;在附近;大約","","","7000","7000-words"
"above","adv.","在上面;在上文;更高","","","7000","7000-words"
"across","adv.","橫過;寬;在對面;向對面","","","7000","7000-words"
"after","adv.","以後,之後;在後面,隨後","","","7000","7000-words"
"again","adv.","再一次","","","7000","7000-words"
"ago","adv.","以前","","","7000","7000-words"
"ahead","adv.","在前;向前;預先;事前","","","7000","7000-words"
"all","adv.","完全地;(比分等)雙方相等","","","7000","7000-words"
"almost","adv.","幾乎","","","7000","7000-words"
"alone","adv.","單獨地;獨自地","","","7000","7000-words"
"along","adv.","向前;一起;帶著;來到;去到","","","7000","7000-words"
"already","adv.","已經","","","7000","7000-words"
"also","adv.","也","","","7000","7000-words"
"always","adv.","總是","","","7000","7000-words"
"any","adv.","(用於疑問句,否定句,if子句中)少許,稍微","","","7000","7000-words"
"around","adv.","到處,四處;周圍,附近;環繞;大約","","","7000","7000-words"
"as","adv.","跟...一樣地,同樣地;如同;例如","","","7000","7000-words"
"away","adv.","離開","","","7000","7000-words"
"back","adv.","回原處","","","7000","7000-words"
"before","adv.","較早;以前;曾經;在前;向前","","","7000","7000-words"
"behind","adv.","在背後;向背後;遲;落後","","","7000","7000-words"
"below","adv.","在下面;到下面","","","7000","7000-words"
"best","adv.","最好地;最適當地;最;極","","","7000","7000-words"
"better","adv.","更好地;更適當地","","","7000","7000-words"
"between","adv.","在中間;介乎兩者之間","","","7000","7000-words"
"both","adv.","並;又;兩者皆","","","7000","7000-words"
"bright","adv.","明亮地;歡快地","","","7000","7000-words"
"but","adv.","只,僅僅,才;絕對地","","","7000","7000-words"
"by","adv.","經過;過去;在旁邊","","","7000","7000-words"
"clean","adv.","完全地,全然地;乾淨地","","","7000","7000-words"
"clear","adv.","清晰地,明瞭地","","","7000","7000-words"
"close","adv.","接近,靠近地;緊密地,緊緊地","","","7000","7000-words"
"dear","adv.","疼愛地;高價地,昂貴地","","","7000","7000-words"
"deep","adv.","深深地;晚,遲","","","7000","7000-words"
"direct","adv.","筆直地;直接地;直達地","","","7000","7000-words"
"down","adv.","向下;下降;(境況)變差;減少,減弱","","","7000","7000-words"
"downstairs","adv.","樓下地","","","7000","7000-words"
"each","adv.","各個(地);各自(地);每一個","","","7000","7000-words"
"early","adv.","早;提早","","","7000","7000-words"
"east","adv.","向東方","","","7000","7000-words"
"either","adv.","也","","","7000","7000-words"
"else","adv.","其他,另外;否則,要不然","","","7000","7000-words"
"enough","adv.","足夠地;充分地;很,十分","","","7000","7000-words"
"even","adv.","即使","","","7000","7000-words"
"ever","adv.","從來;曾經","","","7000","7000-words"
"far","adv.","遠;遙遠地;久遠地","","","7000","7000-words"
"fast","adv.","快,迅速;緊緊地,牢固地;接近著","","","7000","7000-words"
"fine","adv.","細微地;精巧地;很好地;妙","","","7000","7000-words"
"first","adv.","先,首先;第一;首次","","","7000","7000-words"
"free","adv.","免費地;無約束地;鬆開著;脫開著","","","7000","7000-words"
"good","adv.","(非正式) well","","","7000","7000-words"
"half","adv.","部分地;相當地;一半地;幾乎","","","7000","7000-words"
"hard","adv.","辛苦地;猛烈地;牢固地","","","7000","7000-words"
"here","adv.","在這裡","","","7000","7000-words"
"high","adv.","高;強烈地;高聲地","","","7000","7000-words"
"home","adv.","在家;回家;到家","","","7000","7000-words"
"how","adv.","如何","","","7000","7000-words"
"in","adv.","進;在裡頭;在家","","","7000","7000-words"
"inside","adv.","在裡面;往裡面","","","7000","7000-words"
"just","adv.","正好;剛才","","","7000","7000-words"
"last","adv.","最後地","","","7000","7000-words"
"late","adv.","遲到,來不及;晚","","","7000","7000-words"
"least","adv.","最小;最少;最不","","","7000","7000-words"
"left","adv.","在左邊;向左","","","7000","7000-words"
"less","adv.","較小地,較少地;不如","","","7000","7000-words"
"light","adv.","輕地;輕裝地","","","7000","7000-words"
"likely","adv.","很可能","","","7000","7000-words"
"little","adv.","一點點","","","7000","7000-words"
"long","adv.","長久地;始終","","","7000","7000-words"
"loud","adv.","大聲地,響亮地","","","7000","7000-words"
"low","adv.","低,向下地;低聲地;低價地","","","7000","7000-words"
"maybe","adv.","可能;也許","","","7000","7000-words"
"more","adv.","更多;另外;再","","","7000","7000-words"
"most","adv.","最;最多;非常,很","","","7000","7000-words"
"much","adv.","非常;很;差不多,幾乎","","","7000","7000-words"
"near","adv.","近地","","","7000","7000-words"
"never","adv.","永不","","","7000","7000-words"
"next","adv.","接下去,然後;下次;第二","","","7000","7000-words"
"no","adv.","不","","","7000","7000-words"
"nope","adv.","(否定的答話)不是;沒有;不可以","","","7000","7000-words"
"north","adv.","向北方","","","7000","7000-words"
"not","adv.","不","","","7000","7000-words"
"now","adv.","現在","","","7000","7000-words"
"O.K.","adv.","尚可;挺好;對吧","","","7000","7000-words"
"off","adv.","脫下","","","7000","7000-words"
"often","adv.","常常","","","7000","7000-words"
"OK","adv.","尚可;挺好;對吧","","","7000","7000-words"
"okay","adv.","對,很好地;不錯","","","7000","7000-words"
"on","adv.","繼續;向前;開著;在進行中","","","7000","7000-words"
"once","adv.","一次","","","7000","7000-words"
"only","adv.","只,僅僅,才;不料;反而","","","7000","7000-words"
"out","adv.","在外地","","","7000","7000-words"
"outside","adv.","外面地","","","7000","7000-words"
"over","adv.","在上方;越過;過分,太;再一次","","","7000","7000-words"
